20,34,177,82
15,70,47,41
20,3,85,404
6,4,48,469
11,14,5,298
12,26,72,130
7,9,150,302
9,16,0,29
15,5,42,237
20,3,45,368
15,5,42,237
32,27,79,366
6,4,25,32
21,66,15,34
15,70,47,41
30,30,27,65
44,1,6,42
24,74,13,56
20,3,68,210
20,34,131,39
20,34,177,82
5,37,87,14
44,1,6,146
9,49,1,67
20,34,131,51
30,30,27,65
20,3,45,108
11,0,4,203
6,4,48,224
12,26,29,54
24,23,14,120
1,83,9,320
6,4,48,45
15,5,42,456
20,3,45,368
15,5,18,59
5,63,178,350
20,3,68,49
0,31,31,38
20,34,131,214
37,51,83,270
9,35,8,358
12,26,184,80
15,5,89,81
20,3,45,63
6,4,25,95
24,23,14,120
31,40,40,467
44,1,11,78
16,44,66,476
6,4,25,32
15,70,19,138
44,1,82,99
44,1,82,99
21,66,15,34
21,66,15,34
44,1,6,359
44,1,6,42
44,1,6,206
21,66,15,380
21,66,15,201
24,74,36,470
0,31,74,83
0,21,57,461
44,1,6,5
16,44,66,476
0,31,24,97
21,66,15,34
33,7,188,46
0,21,34,148
44,1,11,209
0,21,65,397
44,1,82,99
